INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_204605.wav,3.061,2024-06-13,20:46:05,20,2024-06-13,08:46:05,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,mWecuokfaiwIFaI1s1nE+w==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_204939.wav,3.059,2024-06-13,20:49:39,20,2024-06-13,08:49:39,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,2UckXrLB19o6bCYDcp4Ncw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_204648.wav,3.061,2024-06-13,20:46:48,20,2024-06-13,08:46:48,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,L48darOpu4BPduQNtV41Vw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_204627.wav,3.144,2024-06-13,20:46:27,20,2024-06-13,08:46:27,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,80MRVnAiIjvt1vF3mXWyTA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205120.wav,5.469,2024-06-13,20:51:20,20,2024-06-13,08:51:20,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,q73RjDWJOF9wSA93/JDd3A==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205503.wav,3.089,2024-06-13,20:55:03,20,2024-06-13,08:55:03,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,18xVhw0pl0F0ZFii0SIS1A==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205515.wav,3.144,2024-06-13,20:55:15,20,2024-06-13,08:55:15,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,HccJ0cLjIvJkU6T5voiu0Q==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205531.wav,3.063,2024-06-13,20:55:31,20,2024-06-13,08:55:31,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,qUhGwVUg4G7tOhjb5BE3yg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205445.wav,5.184,2024-06-13,20:54:45,20,2024-06-13,08:54:45,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,MCw/y+8H25FBadkEZcAEaQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205540.wav,3.245,2024-06-13,20:55:40,20,2024-06-13,08:55:40,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,dFY6n2/3eUEzAL+CPATeFg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205551.wav,3.076,2024-06-13,20:55:51,20,2024-06-13,08:55:51,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,AotDaZ/PoIZ/xcOsKSaELA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205554.wav,3.92,2024-06-13,20:55:54,20,2024-06-13,08:55:54,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,Zjl0rUpS3LS+5O7019JGHw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205604.wav,3.093,2024-06-13,20:56:04,20,2024-06-13,08:56:04,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,cXJ3+crCMa9/noyGnnYPyg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205621.wav,3.076,2024-06-13,20:56:21,20,2024-06-13,08:56:21,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,SnhG9+06Hhrm/9ZQ4YaXkw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205637.wav,5.704,2024-06-13,20:56:37,20,2024-06-13,08:56:37,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,g1y5Wh0qp66f6H+I6jfk2Q==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205709.wav,3.064,2024-06-13,20:57:09,20,2024-06-13,08:57:09,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,UK+cVDx54puv7n/pQeKFHg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205721.wav,3.084,2024-06-13,20:57:21,20,2024-06-13,08:57:21,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,9oMkn2gXJMgcUnJHhIf3iQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205713.wav,3.149,2024-06-13,20:57:13,20,2024-06-13,08:57:13,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,fWOSCXnZRikbzNZ0NChCQQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205657.wav,6.683,2024-06-13,20:56:57,20,2024-06-13,08:56:57,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,9OXLH8zJTPnhSmGKc81eqA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205741.wav,3.065,2024-06-13,20:57:41,20,2024-06-13,08:57:41,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,t5ktT3mKfxSfjsJWGi4GVw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205734.wav,3.163,2024-06-13,20:57:34,20,2024-06-13,08:57:34,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,BiF7QcHEQYZMa8m9qLMqdw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205749.wav,3.067,2024-06-13,20:57:49,20,2024-06-13,08:57:49,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,mmEHHk5d8BT76PTLx71vUQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205759.wav,3.156,2024-06-13,20:57:59,20,2024-06-13,08:57:59,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,m2BdjkX6KFjv3Nugwo5cJA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205806.wav,3.089,2024-06-13,20:58:06,20,2024-06-13,08:58:06,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,972J3zFgOy7dRMpz986zOA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205836.wav,3.161,2024-06-13,20:58:36,20,2024-06-13,08:58:36,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,yahxHY9MssmmQjuIWJx0PQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205831.wav,4.269,2024-06-13,20:58:31,20,2024-06-13,08:58:31,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,TtKU2MygA7oj4d3p3xrX4w==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205818.wav,5.774,2024-06-13,20:58:18,20,2024-06-13,08:58:18,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,vqghp3TdTQwKQZqoJqBGng==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205914.wav,3.164,2024-06-13,20:59:14,20,2024-06-13,08:59:14,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,zA5AvNHMCOg+NBUqVcrFNQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205937.wav,3.079,2024-06-13,20:59:37,20,2024-06-13,08:59:37,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,abk0/rTeBcQcLaNcdLx1Tw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210013.wav,3.179,2024-06-13,21:00:13,21,2024-06-13,09:00:13,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,oxNTDRMJFxLBDn2YnRxFQA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210054.wav,3.069,2024-06-13,21:00:54,21,2024-06-13,09:00:54,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,i2T/20bkVo3difRvZ93wKA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_205846.wav,8.799,2024-06-13,20:58:46,20,2024-06-13,08:58:46,8,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,TlKNx6kH+ju7DBDh4vFu1w==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210106.wav,4.804,2024-06-13,21:01:06,21,2024-06-13,09:01:06,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,I2iFq74KWajOE40DEJdrzw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210209.wav,3.169,2024-06-13,21:02:09,21,2024-06-13,09:02:09,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,E+Tum2wSPVp6oAEXcjokfQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210139.wav,3.979,2024-06-13,21:01:39,21,2024-06-13,09:01:39,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,kS/zO4JkLVqYjPEOlmSQxA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210257.wav,3.159,2024-06-13,21:02:57,21,2024-06-13,09:02:57,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,yr9YFyjxqmAar0ZLT+Tj4g==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210222.wav,5.074,2024-06-13,21:02:22,21,2024-06-13,09:02:22,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,iLC5WuWoU6yLlqwkQ++Jog==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210335.wav,3.169,2024-06-13,21:03:35,21,2024-06-13,09:03:35,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,vXZ6NQTpkIAv8WRGD+EaHw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210358.wav,3.149,2024-06-13,21:03:58,21,2024-06-13,09:03:58,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,678XQ7QhYITQFXIDrTcekA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210405.wav,3.066,2024-06-13,21:04:05,21,2024-06-13,09:04:05,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,riCKXrtPBj5UlTSv7zL1QA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210317.wav,5.669,2024-06-13,21:03:17,21,2024-06-13,09:03:17,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,qi+HeKIqhmneB3NZ/1yPjg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210423.wav,3.079,2024-06-13,21:04:23,21,2024-06-13,09:04:23,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,SA20aNgGXwM6w6AxWaAMRg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210511.wav,3.069,2024-06-13,21:05:11,21,2024-06-13,09:05:11,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,TnKDTU8q87q6vuLrif/CuQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210518.wav,3.289,2024-06-13,21:05:18,21,2024-06-13,09:05:18,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,lv2NeX17nZ2/8xbkcbU8rw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210504.wav,5.289,2024-06-13,21:05:04,21,2024-06-13,09:05:04,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,vtGOjkpwJiYy7skpItMJ1Q==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210527.wav,6.157,2024-06-13,21:05:27,21,2024-06-13,09:05:27,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,8bFnKCzx/L0cO2AQJeRr1A==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210544.wav,6.277,2024-06-13,21:05:44,21,2024-06-13,09:05:44,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,kzDtLbNPctDiAryjL1bmgg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210602.wav,3.15,2024-06-13,21:06:02,21,2024-06-13,09:06:02,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,SrDeaVrqPHkTx3NMstPYAg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210617.wav,3.154,2024-06-13,21:06:17,21,2024-06-13,09:06:17,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,BP73daNU0a5e0r8WfXjEdg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210635.wav,3.179,2024-06-13,21:06:35,21,2024-06-13,09:06:35,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,I6KPPOekAodp23RLEzBBag==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210640.wav,5.429,2024-06-13,21:06:40,21,2024-06-13,09:06:40,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,9rpm3G0rE9+3BlqkACcBGA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210651.wav,3.96,2024-06-13,21:06:51,21,2024-06-13,09:06:51,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,yR+xv/oH64HmLsqrHYhCuw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210646.wav,5.266,2024-06-13,21:06:46,21,2024-06-13,09:06:46,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,LkQAjMW/5RCHdrduu6dqzw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210712.wav,7.514,2024-06-13,21:07:12,21,2024-06-13,09:07:12,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,HvTEZuJZe9HibSIwlR1JKA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210735.wav,6.659,2024-06-13,21:07:35,21,2024-06-13,09:07:35,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,47byuf4Rv92uUekPTnee3A==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210805.wav,3.154,2024-06-13,21:08:05,21,2024-06-13,09:08:05,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,vEDIusR84dLnX05Y8Aq1OA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210812.wav,3.077,2024-06-13,21:08:12,21,2024-06-13,09:08:12,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,rpirInfqwViVMVHwsUUqgA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210745.wav,6.755,2024-06-13,21:07:45,21,2024-06-13,09:07:45,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,D3aZ+ekUExrTDRoqtyrsuw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210830.wav,4.749,2024-06-13,21:08:30,21,2024-06-13,09:08:30,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,9A1FOwz/w7TWEN1UEAvjBw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210848.wav,4.994,2024-06-13,21:08:48,21,2024-06-13,09:08:48,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,zjMVKbaULIw9IyBhWpppgA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210908.wav,6.274,2024-06-13,21:09:08,21,2024-06-13,09:09:08,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,iVjnSVzoO57CO3rZ007fLQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210920.wav,5.009,2024-06-13,21:09:20,21,2024-06-13,09:09:20,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,CDJUFnjt8hgpk1NoKnc24Q==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210945.wav,6.414,2024-06-13,21:09:45,21,2024-06-13,09:09:45,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,P2WE6c995xjBPkHSD64gQQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211011.wav,3.07,2024-06-13,21:10:11,21,2024-06-13,09:10:11,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,4StnUcsdA5fgnFp/0NcXhw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211030.wav,4.781,2024-06-13,21:10:30,21,2024-06-13,09:10:30,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,hYbzrHrfTJ8mEgzNwF30Aw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211054.wav,3.074,2024-06-13,21:10:54,21,2024-06-13,09:10:54,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,77jkmNmpHceyjvxbVt1YuQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_210955.wav,9.256,2024-06-13,21:09:55,21,2024-06-13,09:09:55,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,AFSI0Y7Cvja4i3ToGcPJQA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211014.wav,7.094,2024-06-13,21:10:14,21,2024-06-13,09:10:14,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,SgxD9l4WgBvDc4DLjJa/YQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211106.wav,3.771,2024-06-13,21:11:06,21,2024-06-13,09:11:06,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,K/P7/KdkaR/c9nVf5jmZKw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211125.wav,3.404,2024-06-13,21:11:25,21,2024-06-13,09:11:25,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,OQVBrxnw4Tk2Kd5etuDHbA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211140.wav,3.419,2024-06-13,21:11:40,21,2024-06-13,09:11:40,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,qv2oaC0lXRQQWNm0Z/BQFw==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211156.wav,3.069,2024-06-13,21:11:56,21,2024-06-13,09:11:56,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,pMv2XE+/YR8uoNiu7AzxHA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211207.wav,8.473,2024-06-13,21:12:07,21,2024-06-13,09:12:07,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,cLT8+T+8gBvTS0ve78mGmg==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211236.wav,5.742,2024-06-13,21:12:36,21,2024-06-13,09:12:36,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,ge9Ffh2j+uLIg4y5I59GxA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211111.wav,11.598,2024-06-13,21:11:11,21,2024-06-13,09:11:11,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,fHLtRyyWkMM2/TH2As3SpA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211249.wav,4.929,2024-06-13,21:12:49,21,2024-06-13,09:12:49,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,Nrz4Y7tQVtmH8yGzE6JkeA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211322.wav,3.056,2024-06-13,21:13:22,21,2024-06-13,09:13:22,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,RoPz52dPjaqpW7p+lZ9sAA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211222.wav,11.352,2024-06-13,21:12:22,21,2024-06-13,09:12:22,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,KyoXwy1u6NGNIp/cZrx1IA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211300.wav,5.589,2024-06-13,21:13:00,21,2024-06-13,09:13:00,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,X/d8NLIwkGXKEEpM/ewIIA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211332.wav,4.574,2024-06-13,21:13:32,21,2024-06-13,09:13:32,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,OJCK9j1M90gPKQEaPtYn2A==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211400.wav,3.159,2024-06-13,21:14:00,21,2024-06-13,09:14:00,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,GQ0daAo0kURSzSfRFFYuYA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211310.wav,9.399,2024-06-13,21:13:10,21,2024-06-13,09:13:10,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,F5r/BQvZRgCYQwbZPDCWcQ==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211350.wav,4.999,2024-06-13,21:13:50,21,2024-06-13,09:13:50,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,Wh57wg2rmXQNpn9QsA5c1A==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211337.wav,6.87,2024-06-13,21:13:37,21,2024-06-13,09:13:37,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,cE+LLS96611QNfr8pfmU5g==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211419.wav,3.149,2024-06-13,21:14:19,21,2024-06-13,09:14:19,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,0f8Jm1+QphKWL2G42qy1/g==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211438.wav,3.085,2024-06-13,21:14:38,21,2024-06-13,09:14:38,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,wAd46mbhFL0KI1/lBgCA2g==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211424.wav,4.16,2024-06-13,21:14:24,21,2024-06-13,09:14:24,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,dzkOCsb9O64UF7S5bdp3LA==
D:\Dati Castelporziano\13-17 Giugno\Data Punto 1,,SMU04329_20240613_211448.wav,6.664,2024-06-13,21:14:48,21,2024-06-13,09:14:48,9,41.77489,12.40869,Song Meter Mini Bat,SMU04329,4.3,SMU04329,,,,,,,1,,,,,,+jKhZ9gclRc8EQNZVmE7cQ==
