"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID*","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003232.wav","0","0","15","","","2024-06-14","00:32:32","0","2024-06-13","12:32:32","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","VVDzod4q2bs3UqBKM0OX5w==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003247.wav","0","0","15","","","2024-06-14","00:32:47","0","2024-06-13","12:32:47","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","UMDUoGNACiKkbXeefcrK4A==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003303.wav","0","0","15","","","2024-06-14","00:33:03","0","2024-06-13","12:33:03","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","DB6i5OLbsfdCHm/tHmpv4Q==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003318.wav","0","0","15","","","2024-06-14","00:33:18","0","2024-06-13","12:33:18","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","5SP0z9l2Zll8NFZux6EBsA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003333.wav","0","0","15","","","2024-06-14","00:33:33","0","2024-06-13","12:33:33","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","+qLDhjuYbtpNYMl6bDCKTQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003410.wav","0","0","15","","","2024-06-14","00:34:10","0","2024-06-13","12:34:10","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","lLLm2ALF5vlB3w1cm8IcLA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003425.wav","0","0","15","","","2024-06-14","00:34:25","0","2024-06-13","12:34:25","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","VC1URLnxjEl8ctO77VTHuw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003440.wav","0","0","15","","","2024-06-14","00:34:40","0","2024-06-13","12:34:40","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","vd5RB4C37V+6VIyCCozEzA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003455.wav","0","0","15","","","2024-06-14","00:34:55","0","2024-06-13","12:34:55","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","sKNsWISueY1HEV+FNEEdbg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003511.wav","0","0","15","","","2024-06-14","00:35:11","0","2024-06-13","12:35:11","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","wkq0qjHj5R5qTDbyVQJjzQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003526.wav","0","0","15","","","2024-06-14","00:35:26","0","2024-06-13","12:35:26","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","W3E//9tqc4urPmuy/+1Jqg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003542.wav","0","0","15","","","2024-06-14","00:35:42","0","2024-06-13","12:35:42","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","SsBJmNVnJ8QZACufYExYJA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003702.wav","0","0","15","","","2024-06-14","00:37:02","0","2024-06-13","12:37:02","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","XwzLkDPNZenAoD/YQ+9j4g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003733.wav","0","0","15","","","2024-06-14","00:37:33","0","2024-06-13","12:37:33","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","lftF4akEeQMCnP41I4DUmg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003748.wav","0","0","15","","","2024-06-14","00:37:48","0","2024-06-13","12:37:48","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","unlQiR1xlpEV/9yavZQeGA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003839.wav","0","0","15","","","2024-06-14","00:38:39","0","2024-06-13","12:38:39","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","WXPwbtfw2CHoHjss4aISmg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003854.wav","0","0","15","","","2024-06-14","00:38:54","0","2024-06-13","12:38:54","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","qYo+RQXJXcHdbwRcQXxD5A==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003910.wav","0","0","15","","","2024-06-14","00:39:10","0","2024-06-13","12:39:10","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","Ne/rWuGGL8y09B1V46fCUA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003925.wav","0","0","15","","","2024-06-14","00:39:25","0","2024-06-13","12:39:25","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","uuwKnzjIU4DaTafCh1M8gw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003941.wav","0","0","15","","","2024-06-14","00:39:41","0","2024-06-13","12:39:41","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","UbCfaEaCU3tG1TA5D9r0Ug==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_003956.wav","0","0","15","","","2024-06-14","00:39:56","0","2024-06-13","12:39:56","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","8K7Tw4x3VCV5iJWumeH2sA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004011.wav","0","0","15","","","2024-06-14","00:40:11","0","2024-06-13","12:40:11","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","LjmVr99KfdBYrFR2qG3L0w==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004026.wav","0","0","15","","","2024-06-14","00:40:26","0","2024-06-13","12:40:26","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","iL0VEMyKLvBci+3+N3zBVQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004042.wav","0","0","15","","","2024-06-14","00:40:42","0","2024-06-13","12:40:42","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","3IRNisxv/msH7D4q5xrqBA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004144.wav","0","0","15","","","2024-06-14","00:41:44","0","2024-06-13","12:41:44","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","yQd2ZZGfIDoe9Y+lWNwMdw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004200.wav","0","0","15","","","2024-06-14","00:42:00","0","2024-06-13","12:42:00","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","4YRx8Eqjp5/kuN+W4vGbUQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004215.wav","0","0","15","","","2024-06-14","00:42:15","0","2024-06-13","12:42:15","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","G9ulYBEvATLnCsjT4HnnCA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004230.wav","0","0","15","","","2024-06-14","00:42:30","0","2024-06-13","12:42:30","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","dw37b+L9mszs9R5zzxEJdw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004245.wav","0","0","15","","","2024-06-14","00:42:45","0","2024-06-13","12:42:45","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","GABSxDWJEOYbLtUoj6GIUQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004301.wav","0","0","15","","","2024-06-14","00:43:01","0","2024-06-13","12:43:01","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","MuFnbVkhWZMdaVJh72E3xA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004316.wav","0","0","15","","","2024-06-14","00:43:16","0","2024-06-13","12:43:16","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","rgtf8T4GGfrTMY5AMbYkug==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004332.wav","0","0","15","","","2024-06-14","00:43:32","0","2024-06-13","12:43:32","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","10uPww3Kdt14ybdJVJyZQg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004348.wav","0","0","15","","","2024-06-14","00:43:48","0","2024-06-13","12:43:48","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","wzCW8surtxUFhxE2wmBF5g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004403.wav","0","0","15","","","2024-06-14","00:44:03","0","2024-06-13","12:44:03","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","k+bpT+20CVUvVOE2o58r4A==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004435.wav","0","0","15","","","2024-06-14","00:44:35","0","2024-06-13","12:44:35","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","VDsb/kQcO8UbSSu5WcGtVA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004450.wav","0","0","15","","","2024-06-14","00:44:50","0","2024-06-13","12:44:50","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","1n1Bzw1+PT3u5inYPetqtw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004505.wav","0","0","15","","","2024-06-14","00:45:05","0","2024-06-13","12:45:05","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","+Yxq10uF43r9bRL38X1hgA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004521.wav","0","0","15","","","2024-06-14","00:45:21","0","2024-06-13","12:45:21","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","K7uf+6XuCSgCnyPF5cAbnA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004536.wav","0","0","15","","","2024-06-14","00:45:36","0","2024-06-13","12:45:36","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","EPznH4Gt6+MhvhsjNOZSvA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004633.wav","0","0","15","","","2024-06-14","00:46:33","0","2024-06-13","12:46:33","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","/6KgtLOf+29py9DjwZcW/A==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004649.wav","0","0","15","","","2024-06-14","00:46:49","0","2024-06-13","12:46:49","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","8DpQmGVfi2VyqiffqDyiTw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004705.wav","0","0","15","","","2024-06-14","00:47:05","0","2024-06-13","12:47:05","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","N9gVC/pfBTkICRyIITH8VA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004721.wav","0","0","15","","","2024-06-14","00:47:21","0","2024-06-13","12:47:21","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","5aNbl3ZWfQNwKRYVxfdluA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004737.wav","0","0","15","","","2024-06-14","00:47:37","0","2024-06-13","12:47:37","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","Kq42IUHHu2kRTucOkQ/qAw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004752.wav","0","0","15","","","2024-06-14","00:47:52","0","2024-06-13","12:47:52","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","2wz1/zHvrdOVeOoKzvhhZw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004808.wav","0","0","15","","","2024-06-14","00:48:08","0","2024-06-13","12:48:08","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","pFycGa/h6g30nNjtfpSp+w==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004824.wav","0","0","15","","","2024-06-14","00:48:24","0","2024-06-13","12:48:24","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","KD0QgShYPM0gTg6Lq5o00A==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004854.wav","0","0","7.874","","","2024-06-14","00:48:54","0","2024-06-13","12:48:54","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","lmxsw7Dz8MZ13prH0NZ7fg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004906.wav","0","0","15","","","2024-06-14","00:49:06","0","2024-06-13","12:49:06","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","KHHWSw5hUUekAIkIhMM9DQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_004953.wav","0","0","15","","","2024-06-14","00:49:53","0","2024-06-13","12:49:53","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","lKaj/DKiyWcbsWKIcfb4XA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005008.wav","0","0","15","","","2024-06-14","00:50:08","0","2024-06-13","12:50:08","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","O8RX4dH5+FRGINl4Uuq9WQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005023.wav","0","0","15","","","2024-06-14","00:50:23","0","2024-06-13","12:50:23","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","EC3aP09gcZVqgvqL6OP87g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005038.wav","0","0","15","","","2024-06-14","00:50:38","0","2024-06-13","12:50:38","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","+iD/8PRTSxBpBEeO8TAI8A==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005054.wav","0","0","15","","","2024-06-14","00:50:54","0","2024-06-13","12:50:54","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","x72EXhFMXreSYoeiSsxIXQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005201.wav","0","0","15","","","2024-06-14","00:52:01","0","2024-06-13","12:52:01","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","GN/5JZqKZnWiVSO5mOHuzg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005216.wav","0","0","15","","","2024-06-14","00:52:16","0","2024-06-13","12:52:16","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","jRaRU/hgahCx9TQ+7uvrWQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005319.wav","0","0","15","","","2024-06-14","00:53:19","0","2024-06-13","12:53:19","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","i4XYk6w+12zJwEfzzuAXKA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005350.wav","0","0","15","","","2024-06-14","00:53:50","0","2024-06-13","12:53:50","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","dNag52xtdSrBveRu9X2cLQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005405.wav","0","0","15","","","2024-06-14","00:54:05","0","2024-06-13","12:54:05","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","/OGjqD3NfdyAOhM8t/pKJw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005421.wav","0","0","15","","","2024-06-14","00:54:21","0","2024-06-13","12:54:21","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","izovMA8NMEBUlaRlhJnW2A==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005609.wav","0","0","15","","","2024-06-14","00:56:09","0","2024-06-13","12:56:09","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","aOt20BNaYnjs7OrnNKNhkQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005624.wav","0","0","15","","","2024-06-14","00:56:24","0","2024-06-13","12:56:24","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","/NZLWueYZjjjhP9cuZ1GsQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005639.wav","0","0","15","","","2024-06-14","00:56:39","0","2024-06-13","12:56:39","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","4GgqqZrxYZG1+gB56frHbQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005710.wav","0","0","15","","","2024-06-14","00:57:10","0","2024-06-13","12:57:10","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","yS2r5AIa1ectQcAvecc6kg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005725.wav","0","0","15","","","2024-06-14","00:57:25","0","2024-06-13","12:57:25","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","7bS0VANEYJs5odQ5cFlHsA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005756.wav","0","0","15","","","2024-06-14","00:57:56","0","2024-06-13","12:57:56","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","gu30wYolEVEOTjYjw/AHfg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005811.wav","0","0","15","","","2024-06-14","00:58:11","0","2024-06-13","12:58:11","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","4sRQ7gpfUhqlUUWh7drJbg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005827.wav","0","0","15","","","2024-06-14","00:58:27","0","2024-06-13","12:58:27","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","+s9xrMdY72t1+FQlpFdZnQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005842.wav","0","0","15","","","2024-06-14","00:58:42","0","2024-06-13","12:58:42","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","ZKhDeUHtOizKHCdQeqlXdA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005857.wav","0","0","15","","","2024-06-14","00:58:57","0","2024-06-13","12:58:57","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","GnDne5yMuLKIcsSyS/2HZw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005913.wav","0","0","15","","","2024-06-14","00:59:13","0","2024-06-13","12:59:13","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","gdV3zYVG6ev538Zlt/fflQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005928.wav","0","0","15","","","2024-06-14","00:59:28","0","2024-06-13","12:59:28","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","0WcTQJZk+WhydtEalAKrXg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005943.wav","0","0","15","","","2024-06-14","00:59:43","0","2024-06-13","12:59:43","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","t+0oBWwBxH+0vwHsBC5G9w==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_005958.wav","0","0","15","","","2024-06-14","00:59:58","0","2024-06-13","12:59:58","12","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","sQEMMdrWWMzkJwNjzURtNg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_010014.wav","0","0","15","","","2024-06-14","01:00:14","1","2024-06-13","13:00:14","13","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","/CvZA4nDWAsp53Bthw2STw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_010029.wav","0","0","15","","","2024-06-14","01:00:29","1","2024-06-13","13:00:29","13","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","87SebQjPySfQ0PEN1rLqxQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_010045.wav","0","0","15","","","2024-06-14","01:00:45","1","2024-06-13","13:00:45","13","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","O8xCsKOEGanIzEcSt4EnQQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_010100.wav","0","0","15","","","2024-06-14","01:01:00","1","2024-06-13","13:01:00","13","Noise","","","","","","","","","","","","","","","","","","","","1","Noise","","","","","hMkiKftJnAHyKpBdICTx+g==","",""
