"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID*","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_010918.wav","0","0","15","","","2024-06-14","01:09:18","1","2024-06-13","13:09:18","13","HYPSAV","3","3","1","0.945313","EPTNIL","BARBAR","3","31.917","5.46","3.331","32.438","31.663","32.017","615.335","32.089","0.87","93.91","2.787","0.61","1","HYPSAV","","","","","8GAvdg9RG+ItjZMqztuCJA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_212057.wav","0","0","15","","","2024-06-14","21:20:57","21","2024-06-14","09:20:57","9","HYPSAV","13","7","0.538","0.18224","PIPKUH","","13","34.63","-2.61","3.168","39.649","33.716","35.334","214.423","34.591","1.891","367.57","2.46","6.9","1","HYPSAV","","","","","pvu8mxwaQmhu945MPQb3zg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_220552.wav","0","0","15","","","2024-06-14","22:05:52","22","2024-06-14","10:05:52","10","HYPSAV","20","10","0.5","0.18296","PIPKUH","","20","36.76","7.63","3.271","41.211","35.744","37.368","558.433","36.872","1.746","250.06","2.521","7.43","1","HYPSAV","","","","","Of5mokk26Ij7PLh/d4+7pQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240614_220739.wav","0","0","15","","","2024-06-14","22:07:39","22","2024-06-14","10:07:39","10","NoID","5","0","0","0","","","5","38.191","48.38","2.743","41.904","37.373","39.165","1357.341","38.781","1.622","133.12","2.319","3.2","1","HYPSAV","","","","","m6Gz529S7MF8+vbPChItCA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_000856.wav","0","0","6.409","","","2024-06-15","00:08:56","0","2024-06-14","12:08:56","12","HYPSAV","10","9","0.9","0.67582","BARBAR","EPTNIL","10","32.018","4.77","5.331","32.619","31.64","32.111","463.995","32.276","1.109","31.26","3.8","1.89","1","HYPSAV","","","","","3Gmg39VndpEKA50uxK1Xrg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_014345.wav","0","0","14.324","","","2024-06-15","01:43:45","1","2024-06-14","13:43:45","13","HYPSAV","18","8","0.444","0.140904","","","18","31.977","-7.9","4.667","34.12","31.338","32.284","808.907","32.03","2.092","151.59","3.584","7.51","1","HYPSAV","","","","","VDxdj/Fz6Gpv9gtQp7tF7g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_213537.wav","0","0","13.634","","","2024-06-15","21:35:37","21","2024-06-15","09:35:37","9","HYPSAV","25","20","0.8","0.374023","EPTNIL","","25","34.118","8.83","4.007","35.925","33.065","34.126","449.821","34.412","1.983","126.19","2.924","9.42","1","HYPSAV","","","","","e6ZlVfQc8GSaBR6HhnqrBQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_213737.wav","0","0","4.045","","","2024-06-15","21:37:37","21","2024-06-15","09:37:37","9","NoID","9","0","0","0","","","9","32.463","2.23","4.221","34.868","31.838","32.864","284.355","32.67","2.066","264.47","2.901","4.02","1","HYPSAV","","","","","jRVienwrH4KdYfVTPXjW9A==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_213753.wav","0","0","8.694","","","2024-06-15","21:37:53","21","2024-06-15","09:37:53","9","HYPSAV","12","7","0.583","0.233001","EPTNIL","","12","34.07","2.95","3.316","38.264","33.342","34.857","613.427","34.083","1.947","206.4","2.981","2.93","1","HYPSAV","","","","","XzonSiUSlLLGIT1YtRuTKg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214203.wav","0","0","7.584","","","2024-06-15","21:42:03","21","2024-06-15","09:42:03","9","HYPSAV","8","6","0.75","0.402627","EPTNIL","BARBAR","8","32.965","45.35","3.902","36.436","32.251","33.875","203.919","33.832","1.876","173.81","2.856","3.26","1","HYPSAV","","","","","NcAZo5od15UtHqU1fpMpgQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214315.wav","0","0","15","","","2024-06-15","21:43:15","21","2024-06-15","09:43:15","9","HYPSAV","59","41","0.695","0.265847","EPTNIL","BARBAR","59","32.891","-1.03","4.74","35.237","31.919","33.034","262.947","32.954","2.477","115.69","3.482","17.77","1","HYPSAV","","","","","JNXqSNkZbjjJ3mWs4jnNsQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214411.wav","0","0","10.074","","","2024-06-15","21:44:11","21","2024-06-15","09:44:11","9","HYPSAV","18","13","0.722","0.368562","EPTNIL","BARBAR","18","32.849","5.39","3.477","34.337","32.225","33.103","502.15","33.139","1.639","116","2.788","5.93","1","HYPSAV","","","","","E6/U1ni1dPEGzFhxQxXktQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214523.wav","0","0","11.684","","","2024-06-15","21:45:23","21","2024-06-15","09:45:23","9","HYPSAV","34","16","0.471","0.142737","EPTNIL","","34","35.469","13.09","3.693","37.751","34.725","35.799","312.348","35.817","1.659","188.28","2.66","12.42","1","HYPSAV","","","","","xswZW1S85B6i99J++EctlA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214546.wav","0","0","9.304","","","2024-06-15","21:45:46","21","2024-06-15","09:45:46","9","HYPSAV","17","15","0.882","0.375093","EPTNIL","BARBAR","17","33.318","19.05","3.253","35.154","32.556","33.591","367.327","33.667","1.375","184.64","2.238","5.57","1","HYPSAV","","","","","j8qxkMbSKYUvJDbb/YBGpQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214607.wav","0","0","8.757","","","2024-06-15","21:46:07","21","2024-06-15","09:46:07","9","HYPSAV","16","13","0.812","0.315566","EPTNIL","BARBAR","16","32.963","10.71","3.176","34.573","32.383","33.269","509.04","33.218","1.5","121.7","2.542","5.07","1","HYPSAV","","","","","wG338nL1pwFLi7kyv+imWA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214616.wav","0","0","10.203","","","2024-06-15","21:46:16","21","2024-06-15","09:46:16","9","HYPSAV","24","19","0.792","0.416698","EPTNIL","BARBAR","24","32.858","-7.93","3.612","34.156","32.079","32.966","427.814","32.897","1.443","112.91","2.572","7.34","1","HYPSAV","","","","","ntO0eq31EDVvvWCXd1RvJg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214735.wav","0","0","5.174","","","2024-06-15","21:47:35","21","2024-06-15","09:47:35","9","HYPSAV","8","7","0.875","0.478963","BARBAR","EPTNIL","8","33.033","8.69","3.211","34.071","32.422","33.125","367.249","33.257","1.015","123.73","2.252","1.78","1","HYPSAV","","","","","+ZbkglAZV9AFIf1Z6HBPGA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214800.wav","0","0","5.434","","","2024-06-15","21:48:00","21","2024-06-15","09:48:00","9","HYPSAV","13","12","0.923","0.457522","EPTNIL","BARBAR","13","32.562","18.98","4.054","34.359","31.805","32.899","327.821","32.86","2.127","67.42","3.118","3.98","1","HYPSAV","","","","","YuTSyygsS/2PcgIq9LVGdg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_214920.wav","0","0","6.709","","","2024-06-15","21:49:20","21","2024-06-15","09:49:20","9","HYPSAV","11","8","0.727","0.266004","BARBAR","EPTNIL","11","34.164","14.48","2.768","36.434","33.279","34.524","602.847","34.365","1.239","67.05","2.068","4.48","1","HYPSAV","","","","","4a0yvYIwTpn+TtUmKCb9jw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_215009.wav","0","0","9.964","","","2024-06-15","21:50:09","21","2024-06-15","09:50:09","9","NoID","29","0","0","0","","","29","35.633","6.82","2.937","37.664","34.639","35.916","323.219","35.82","1.171","147.9","2.12","11.65","1","HYPSAV","","","","","SB9oR4blswtMXq1v9nljSQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_215020.wav","0","0","5.19","","","2024-06-15","21:50:20","21","2024-06-15","09:50:20","9","HYPSAV","8","7","0.875","0.650054","PIPKUH","","8","34.796","16.46","4.473","36.139","34.11","35.106","361.921","35.378","1.44","90.64","3.384","2.68","1","HYPSAV","","","","","/7xzAALIfP8xQ7VyjAuKEg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_215027.wav","0","0","11.262","","","2024-06-15","21:50:27","21","2024-06-15","09:50:27","9","HYPSAV","20","18","0.9","0.375425","BARBAR","EPTNIL","20","34.732","-16.92","2.982","36.393","33.666","34.736","471","34.738","1.35","186.93","2.278","7.34","1","HYPSAV","","","","","uKhFgq33ltTfDqs/ncJPBQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_215045.wav","0","0","10.567","","","2024-06-15","21:50:45","21","2024-06-15","09:50:45","9","HYPSAV","31","22","0.71","0.272342","PIPKUH","","31","34.958","17.76","3.384","37.16","34.027","35.292","332.233","35.278","1.591","132.61","2.344","10.13","1","HYPSAV","","","","","T0C5J0dxxCBmX6t1bFENGg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_215215.wav","0","0","5.904","","","2024-06-15","21:52:15","21","2024-06-15","09:52:15","9","HYPSAV","12","10","0.833","0.369279","PIPKUH","","12","34.371","27.94","5.023","37.367","33.649","35.059","399.837","35.054","2.791","141.77","3.834","4.89","1","HYPSAV","","","","","VsMpMvWV4Uoj9OEv7Y1Uwg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_220834.wav","0","0","3.61","","","2024-06-15","22:08:34","22","2024-06-15","10:08:34","10","HYPSAV","2","2","1","0.476959","BARBAR","EPTNIL","2","33.551","22.7","3.528","35.491","32.679","33.988","359.022","34.343","1.158","151.21","2.69","0.77","1","HYPSAV","","","","","W1NFk8swAH8eQtHUkeJLGQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_223607.wav","0","0","3.463","","","2024-06-15","22:36:07","22","2024-06-15","10:36:07","10","HYPSAV","2","1","0.5","0.595814","PIPKUH","","2","34.674","0.64","62.771","35.892","33.125","34.672","313.669","34.745","27.105","-124.01","32.113","0.81","1","HYPSAV","","","","","vgywdoOmF3c9KeeyDrEs1w==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_230531.wav","0","0","8.354","","","2024-06-15","23:05:31","23","2024-06-15","11:05:31","11","HYPSAV","13","12","0.923","0.722891","EPTNIL","BARBAR","13","31.759","-5.55","6.245","32.459","31.181","31.746","443.735","31.75","2.067","61.19","4.302","3.09","1","HYPSAV","","","","","0MUGYjRAKfLfGHSIbSAv9w==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240615_235644.wav","0","0","3.495","","","2024-06-15","23:56:44","23","2024-06-15","11:56:44","11","HYPSAV","5","3","0.6","0.196223","","","5","28.67","-8.92","10.9","29.097","27.99","28.536","160.601","28.489","4.236","59.14","8.028","2.34","1","HYPSAV","","","","","SSluindB10S7wWqF2pwN+g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_005603.wav","0","0","3.421","","","2024-06-16","00:56:03","0","2024-06-15","12:56:03","12","HYPSAV","11","4","0.364","0.109478","","","11","25.994","1.79","4.193","26.383","25.674","25.982","73.265","26.023","1.584","43.29","3.234","2.45","1","HYPSAV","","","","","yloBMT1dOy3JrNRxdloUyQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_010122.wav","0","0","5.049","","","2024-06-16","01:01:22","1","2024-06-15","13:01:22","13","HYPSAV","11","9","0.818","0.465526","EPTNIL","","11","30.191","6.11","2.997","30.667","29.994","30.327","445.491","30.464","0.359","6.98","2.339","2.05","1","HYPSAV","","","","","VzTmuG59NH88XuqZNFxLcQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_025448.wav","0","0","5.784","","","2024-06-16","02:54:48","2","2024-06-15","14:54:48","14","HYPSAV","3","3","1","0.902534","EPTNIL","BARBAR","3","32.573","8.77","5.494","33.568","32.139","32.87","691.131","32.884","2.962","38.82","4.547","1.35","1","HYPSAV","","","","","zfrTOjCwejdE1z/RltkWQA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_030501.wav","0","0","6.489","","","2024-06-16","03:05:01","3","2024-06-15","15:05:01","15","HYPSAV","10","10","1","0.945313","EPTNIL","BARBAR","10","31.902","8.32","4.787","32.599","31.662","32.038","385.034","32.148","1.723","106.15","4.026","1.93","1","HYPSAV","","","","","+H6uyiHzaOSJdv+/EzB/QA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_030958.wav","0","0","3.009","","","2024-06-16","03:09:58","3","2024-06-15","15:09:58","15","NoID","2","0","0","0","","","2","38.377","42.34","2.521","39.955","38.282","38.914","405.354","39.033","0.654","184.83","1.427","0.55","1","HYPSAV","","","","","42ajGs7RwLLUe13PnBMqUg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_032454.wav","0","0","7.009","","","2024-06-16","03:24:54","3","2024-06-15","15:24:54","15","HYPSAV","9","5","0.556","0.269725","","","9","29.921","-7.96","19.067","30.554","29.173","29.914","465.667","29.823","9.127","56.26","12.441","3.96","1","HYPSAV","","","","","o0IGxfmP5l+4JN87pzegfw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_044630.wav","0","0","3.549","","","2024-06-16","04:46:30","4","2024-06-15","16:46:30","16","HYPSAV","8","3","0.375","0.243897","PIPKUH","","8","31.618","-6.61","8.961","32.33","31.221","31.775","76.335","31.692","3.422","51.01","6.352","1.2","1","HYPSAV","","","","","PmS3qd5r5Wuk8V793dmGZw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_214113.wav","0","0","3.329","","","2024-06-16","21:41:13","21","2024-06-16","09:41:13","9","HYPSAV","2","2","1","0.861892","EPTNIL","BARBAR","2","33.406","-4.6","5.154","33.9","32.656","33.296","38.405","33.196","1.02","-80.14","2.937","0.36","1","HYPSAV","","","","","DzIbJ2zzNnN+W3uXG/TjOg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_214117.wav","0","0","15","","","2024-06-16","21:41:17","21","2024-06-16","09:41:17","9","HYPSAV","15","8","0.533","0.17326","EPTNIL","","15","30.72","0","12.746","31.397","30.054","30.732","932.171","30.749","5.03","-71.65","7.789","6.74","1","HYPSAV","","","","","pCcvFw2EiFo4VpY+bBY5Qw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_214636.wav","0","0","4.014","","","2024-06-16","21:46:36","21","2024-06-16","09:46:36","9","HYPSAV","8","7","0.875","0.582703","","","8","32.44","-8.9","10.346","32.751","31.828","32.314","127.131","32.271","3.27","99.17","5.603","3.16","1","HYPSAV","","","","","x/93qowoyRP+voVeI7k5yg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_215209.wav","0","0","4.409","","","2024-06-16","21:52:09","21","2024-06-16","09:52:09","9","HYPSAV","8","8","1","0.550015","BARBAR","EPTNIL","8","33.224","-13.92","5.489","35.221","32.09","33.324","255.717","33.197","3.461","161.1","4.487","4.14","1","HYPSAV","","","","","hxm4SOt//Wcy5KgcaC2ubw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_215510.wav","0","0","4.779","","","2024-06-16","21:55:10","21","2024-06-16","09:55:10","9","HYPSAV","7","7","1","0.726336","EPTNIL","BARBAR","7","33.023","-18.97","4.062","34.542","32.363","33.111","253.507","32.683","2.617","101.73","3.415","1.57","1","HYPSAV","","","","","am9zVMLR2Y4Q0fzCALSn4w==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_220036.wav","0","0","5.154","","","2024-06-16","22:00:36","22","2024-06-16","10:00:36","10","HYPSAV","5","4","0.8","0.353723","BARBAR","EPTNIL","5","33.434","31.88","4.583","36.273","32.523","34.021","186.384","34.031","1.816","3.13","2.647","2.47","1","HYPSAV","","","","","OTFJKM44/YqMijt6ryYWTw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_220108.wav","0","0","15","","","2024-06-16","22:01:08","22","2024-06-16","10:01:08","10","HYPSAV","38","30","0.789","0.340855","BARBAR","","38","34.194","15.24","3.38","36.18","33.393","34.495","393.66","34.456","1.807","150.86","2.533","14.52","1","HYPSAV","","","","","/D7s23fMy8rdXzkGMQicqw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_220123.wav","0","0","4.784","","","2024-06-16","22:01:23","22","2024-06-16","10:01:23","10","HYPSAV","12","9","0.75","0.381974","PIPKUH","","12","34.982","-42.54","3.503","36.348","33.753","34.93","411.298","34.562","1.714","10.33","2.488","4.86","1","HYPSAV","","","","","XHhG1ZiSdGEq6VTETK1osw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_220151.wav","0","0","4.129","","","2024-06-16","22:01:51","22","2024-06-16","10:01:51","10","HYPSAV","7","6","0.857","0.300104","BARBAR","EPTNIL","7","33.975","16.3","4.132","36.097","32.799","34.162","309.448","34.243","1.989","104.47","2.593","2.86","1","HYPSAV","","","","","17OYaORsadJ+ZdmGWAozdg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_220201.wav","0","0","3.825","","","2024-06-16","22:02:01","22","2024-06-16","10:02:01","10","HYPSAV","4","4","1","0.770818","EPTNIL","BARBAR","4","32.887","-1.4","5.185","34.957","32.272","33.228","201.166","32.83","3.415","141.11","4.386","1","1","HYPSAV","","","","","ndSd9xYjg8RsejW0aOCPWA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240616_220207.wav","0","0","9.703","","","2024-06-16","22:02:07","22","2024-06-16","10:02:07","10","HYPSAV","20","18","0.9","0.501457","EPTNIL","BARBAR","20","33.419","12.76","4.254","35.621","32.636","33.736","351.969","33.578","2.241","125.78","3.242","6.93","1","HYPSAV","","","","","6Nl5pf4zxkGVu1GYF0RGaw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 2","/Volumes/Elements/Output CP/Output Punto 2","","SMU08424_20240617_000108.wav","0","0","3.599","","","2024-06-17","00:01:08","0","2024-06-16","12:01:08","12","HYPSAV","2","1","0.5","0.174625","","","2","26.675","-23.5","8.953","26.833","26.236","26.524","350.258","26.302","2.126","-62.91","5.129","0.55","1","HYPSAV","","","","","4OM2azodPKEgdpICSwLXJw==","",""
