"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID*","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214748.wav","0","0","15","","","2024-06-15","21:47:48","21","2024-06-15","09:47:48","9","NoID","4","0","0","0","","","4","37.601","27.95","2.914","39.533","37.325","38.132","1355.805","38.236","1.219","138.13","2.236","1.29","1","HYPSAV","","","","","UOYp3iffoIBEzZBkkNFV5A==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214904.wav","0","0","15","","","2024-06-15","21:49:04","21","2024-06-15","09:49:04","9","NoID","5","0","0","0","","","5","36.597","-44.31","3.006","37.851","35.402","36.429","2715.739","36.061","1.666","196.96","2.278","1.8","1","HYPSAV","","","","","VADjihWYP7PbDUgGsqcyTQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_024019.wav","0","0","15","","","2024-06-16","02:40:19","2","2024-06-15","14:40:19","14","NoID","3","0","0","0","","","3","44.849","2.79","2.894","55.497","44.111","47.02","1862.86","44.942","1.073","356.22","2.025","1.19","1","HYPSAV","","","","","uc1VBRPRAFT3JvJ+/pvQjw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_215440.wav","0","0","15","","","2024-06-16","21:54:40","21","2024-06-16","09:54:40","9","NoID","3","0","0","0","","","3","34.342","12.48","2.824","35.618","33.957","34.467","6192.98","34.69","0.774","230.99","1.856","0.79","1","HYPSAV","","","","","99kaGv2ddQMkN12q7uGqbw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_215744.wav","0","0","15","","","2024-06-16","21:57:44","21","2024-06-16","09:57:44","9","NoID","27","0","0","0","","","27","36.419","16.88","4.981","39.953","35.725","37.106","576.076","37.003","2.635","180.86","4.057","8.11","1","HYPSAV","","","","","i2eabvAZYSWEXsQ3lR6ytg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214919.wav","0","0","15","","","2024-06-15","21:49:19","21","2024-06-15","09:49:19","9","HYPSAV","24","22","0.917","0.651255","PIPKUH","BARBAR","24","34.062","16.65","5.52","35.924","33.508","34.524","628.52","34.49","2.521","72.89","4.037","7.29","1","HYPSAV","","","","","cFIXSAiVrvD+NQ6XlyiAJg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_213744.wav","0","0","15","","","2024-06-15","21:37:44","21","2024-06-15","09:37:44","9","HYPSAV","19","18","0.947","0.518117","BARBAR","EPTNIL","19","33.436","-0.88","4.41","36.271","32.762","33.867","501.612","33.489","2.662","250.63","3.726","5.49","1","HYPSAV","","","","","Yu26Tf/RvuQB6VmXVqR5aQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_215308.wav","0","0","15","","","2024-06-16","21:53:08","21","2024-06-16","09:53:08","9","HYPSAV","14","14","1","0.878979","EPTNIL","","14","32.651","9.61","4.354","33.813","32.237","32.866","759.537","33.03","1.713","61.69","3.122","3.45","1","HYPSAV","","","","","5znVnFzDIuWGTtQI/4P6BQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214217.wav","0","0","15","","","2024-06-15","21:42:17","21","2024-06-15","09:42:17","9","HYPSAV","15","14","0.933","0.671259","BARBAR","","15","33.637","3.43","4.18","36.856","33.231","34.336","554.491","33.844","2.557","98.21","3.536","4.27","1","HYPSAV","","","","","LmLbYOU0MBIuuTWjv/Flcg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240613_231346.wav","0","0","15","","","2024-06-13","23:13:46","23","2024-06-13","11:13:46","11","HYPSAV","13","13","1","0.754934","EPTNIL","","13","33.735","16.27","6.836","34.894","33.298","33.998","360.864","34.243","1.476","21.76","4.584","2.16","1","HYPSAV","","","","","5KHLkLT/HmkyuuF77Z/AoQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_220831.wav","0","0","15","","","2024-06-15","22:08:31","22","2024-06-15","10:08:31","10","HYPSAV","13","13","1","0.936965","EPTNIL","BARBAR","13","32.339","2.01","6.12","33.52","31.716","32.519","435.198","32.553","2.678","67.92","4.65","2.1","1","HYPSAV","","","","","Xgiy/rq1pVwo0fMEUKByhA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214419.wav","0","0","15","","","2024-06-15","21:44:19","21","2024-06-15","09:44:19","9","HYPSAV","12","12","1","0.644003","BARBAR","PIPKUH","12","34.565","5.93","3.877","36.812","33.745","34.719","542.883","34.714","1.814","168.91","2.672","3.84","1","HYPSAV","","","","","RoIig+HmHw/qz0K6DQ5CFQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_215217.wav","0","0","15","","","2024-06-15","21:52:17","21","2024-06-15","09:52:17","9","HYPSAV","17","12","0.706","0.271675","","","17","35.936","2.83","3.901","37.193","35.194","36.067","623.201","36.096","1.64","97.96","2.971","4.96","1","HYPSAV","","","","","d1a88JdTHfGpr6TmAwf/bg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240614_020616.wav","0","0","15","","","2024-06-14","02:06:16","2","2024-06-13","14:06:16","14","HYPSAV","18","12","0.667","0.228059","EPTNIL","","18","34.368","17.59","3.928","39.858","33.892","35.548","518.787","34.684","1.534","210.04","2.661","4.59","1","HYPSAV","","","","","FqjbFGdK/gMXunH7NBwMDA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_213320.wav","0","0","6.589","","","2024-06-16","21:33:20","21","2024-06-16","09:33:20","9","HYPSAV","18","12","0.667","0.276154","EPTNIL","BARBAR","18","33.359","21.5","5.104","38.118","32.516","34.18","289.176","33.754","3.327","292.95","4.037","7.85","1","HYPSAV","","","","","7kWw0siA/d+PzBCP7LiPEw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_221102.wav","0","0","5.919","","","2024-06-16","22:11:02","22","2024-06-16","10:11:02","10","HYPSAV","15","11","0.733","0.302955","PIPKUH","","15","35.052","28.3","3.68","39.444","34.266","35.888","228.498","35.299","2.102","221.14","2.812","5.91","1","HYPSAV","","","","","5Qz6hEmIeDE5cbcgptD2aA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_213103.wav","0","0","15","","","2024-06-15","21:31:03","21","2024-06-15","09:31:03","9","HYPSAV","10","10","1","0.682985","EPTNIL","BARBAR","10","33.159","20.52","3.933","34.235","32.575","33.411","272.203","33.706","0.959","6.22","3.128","1.99","1","HYPSAV","","","","","6wtb2kMGuE+nzqR4Y5zrJg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_215232.wav","0","0","15","","","2024-06-15","21:52:32","21","2024-06-15","09:52:32","9","HYPSAV","11","10","0.909","0.55872","PIPKUH","","11","34.699","10.15","4.944","36.774","34.259","35.037","1349.283","34.995","2.583","116.46","3.993","2.1","1","HYPSAV","","","","","xnHAUDIk4VD4+ztyayO53g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240614_224449.wav","0","0","15","","","2024-06-14","22:44:49","22","2024-06-14","10:44:49","10","HYPSAV","16","10","0.625","0.35906","BARBAR","","16","34.556","15.43","3.405","41.175","34.008","35.996","394.514","34.961","1.522","358.29","2.851","4.76","1","HYPSAV","","","","","2kGv7ewgEFqUsZ+2FhYfVQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240614_221319.wav","0","0","15","","","2024-06-14","22:13:19","22","2024-06-14","10:13:19","10","HYPSAV","10","9","0.9","0.398485","BARBAR","EPTNIL","10","33.669","-19.78","4.751","36.549","32.702","33.974","466.873","33.471","2.852","91.64","3.821","5","1","HYPSAV","","","","","M9uPLYVhgS/dlJRaiCngWw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_023138.wav","0","0","15","","","2024-06-15","02:31:38","2","2024-06-14","14:31:38","14","HYPSAV","8","8","1","0.889767","EPTNIL","BARBAR","8","32.025","6.78","3.727","32.493","31.674","32.08","488.242","32.232","0.561","-14.81","2.493","1.08","1","HYPSAV","","","","","R1xTSM2UpS8ePrOcTAEq8g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_215713.wav","0","0","15","","","2024-06-16","21:57:13","21","2024-06-16","09:57:13","9","HYPSAV","8","8","1","0.589352","PIPKUH","","8","34.454","3.36","4.594","36.445","33.589","34.733","337.041","34.594","2.46","179.18","3.443","2.76","1","HYPSAV","","","","","ML0sctdiwEnVyNUwmFVsUg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240614_013838.wav","0","0","15","","","2024-06-14","01:38:38","1","2024-06-13","13:38:38","13","HYPSAV","9","8","0.889","0.551553","EPTNIL","","9","30.242","6.36","6.989","30.762","29.853","30.276","329.426","30.32","2.56","59","5.655","1.93","1","HYPSAV","","","","","Q64nWHyB08zEkC9K9lnftA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_212528.wav","0","0","15","","","2024-06-15","21:25:28","21","2024-06-15","09:25:28","9","HYPSAV","9","8","0.889","0.559042","EPTNIL","BARBAR","9","32.191","2.76","3.803","33.454","31.919","32.45","375.186","32.532","0.824","16.37","3.318","1.62","1","HYPSAV","","","","","p+ocm+nqgAgXdLMqJWUuUQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_215525.wav","0","0","15","","","2024-06-16","21:55:25","21","2024-06-16","09:55:25","9","HYPSAV","7","7","1","0.597384","EPTNIL","BARBAR","7","33.425","5.63","3.25","34.615","32.839","33.574","1220.407","33.468","1.876","106","2.765","2.56","1","HYPSAV","","","","","MJrL4b4N578dGNj0qbMjUg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_213900.wav","0","0","15","","","2024-06-15","21:39:00","21","2024-06-15","09:39:00","9","HYPSAV","11","7","0.636","0.289266","EPTNIL","","11","34.093","22.42","3.789","37.996","33.515","34.9","911.42","34.574","2.226","167.66","3.152","3.7","1","HYPSAV","","","","","X8Ntt4VhxKJ8Fb6MY1SYVA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_012805.wav","0","0","15","","","2024-06-15","01:28:05","1","2024-06-14","13:28:05","13","HYPSAV","6","6","1","0.934432","EPTNIL","BARBAR","6","32.684","-11.2","4.977","33.246","32.07","32.606","490.837","32.662","1.923","-51.74","4.008","0.86","1","HYPSAV","","","","","3EHXqKBI8HFusO47B2QQbg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_223448.wav","0","0","15","","","2024-06-15","22:34:48","22","2024-06-15","10:34:48","10","HYPSAV","6","6","1","0.853091","EPTNIL","BARBAR","6","31.561","0.43","4.079","31.966","31.254","31.608","814.044","31.625","1.201","17.08","3.889","1.05","1","HYPSAV","","","","","UnLDxd6oF18bZrg9BlbIYA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240614_023000.wav","0","0","15","","","2024-06-14","02:30:00","2","2024-06-13","14:30:00","14","HYPSAV","5","5","1","0.945313","EPTNIL","BARBAR","5","32.576","8.26","3.992","32.98","32.234","32.657","906.155","32.71","1.2","5.71","2.723","1.02","1","HYPSAV","","","","","peqGh6jaMUk7DEU9DLAHqg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240614_221349.wav","0","0","15","","","2024-06-14","22:13:49","22","2024-06-14","10:13:49","10","HYPSAV","5","5","1","0.720181","BARBAR","EPTNIL","5","32.834","-3.46","5.027","35.042","32.35","33.208","923.82","33.236","2.095","-39.54","4.075","1.3","1","HYPSAV","","","","","rdrialOGc8sHsUkCqYNoxQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_000923.wav","0","0","15","","","2024-06-16","00:09:23","0","2024-06-15","12:09:23","12","HYPSAV","5","5","1","0.743104","PIPKUH","","5","33.883","19.84","3.801","35.409","33.128","34.17","1055.807","34.149","2.196","-48.43","2.852","1.8","1","HYPSAV","","","","","Z2pu8NfBymZTTrvHy4I7Jw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_215729.wav","0","0","15","","","2024-06-16","21:57:29","21","2024-06-16","09:57:29","9","HYPSAV","5","5","1","0.789226","PIPKUH","","5","33.726","28.3","5.596","35.738","33.362","34.163","697.241","34.12","3.719","106.7","4.569","1.07","1","HYPSAV","","","","","rV1JCaVdNzaF7joDY6Y8Sw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_025725.wav","0","0","15","","","2024-06-16","02:57:25","2","2024-06-15","14:57:25","14","HYPSAV","6","5","0.833","0.534121","BARBAR","EPTNIL","6","32.505","0.01","3.657","32.975","31.86","32.488","982.666","32.612","0.467","-54.2","2.726","1.35","1","HYPSAV","","","","","2zSpyXukg3pOnQUBWIirPw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214717.wav","0","0","15","","","2024-06-15","21:47:17","21","2024-06-15","09:47:17","9","HYPSAV","9","5","0.556","0.186095","","","9","35.685","25.99","3.542","37.675","35.291","36.148","1771.672","36.316","1.555","98.15","2.685","1.97","1","HYPSAV","","","","","J4//Jga58RqcQkENCs+BsA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240613_214819.wav","0","0","15","","","2024-06-13","21:48:19","21","2024-06-13","09:48:19","9","HYPSAV","4","4","1","0.641161","BARBAR","EPTNIL","4","33.347","6.67","4.259","34.871","33.004","33.729","965.538","33.877","1.367","38.97","3.365","0.86","1","HYPSAV","","","","","0Tm5A/FwbKpogT1IjoSz8g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240614_034602.wav","0","0","15","","","2024-06-14","03:46:02","3","2024-06-13","15:46:02","15","HYPSAV","4","4","1","0.86334","EPTNIL","BARBAR","4","31.655","-13.91","3.561","31.973","31.161","31.469","408.677","31.561","0.411","-37.7","1.171","0.91","1","HYPSAV","","","","","FuE9ks6qATadiya9J6vFWw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_212659.wav","0","0","15","","","2024-06-15","21:26:59","21","2024-06-15","09:26:59","9","HYPSAV","4","4","1","0.75441","BARBAR","PIPKUH","4","34.599","1.94","4.258","36.229","34.156","34.895","422.28","34.76","2.212","162.77","3.337","1.13","1","HYPSAV","","","","","TwGHzyAhem1D2vp00lGwJQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214849.wav","0","0","15","","","2024-06-15","21:48:49","21","2024-06-15","09:48:49","9","HYPSAV","4","4","1","0.821319","PIPKUH","","4","33.979","11.16","3.149","34.958","33.446","34.046","1056.249","34.129","1.115","14.78","2.444","1.16","1","HYPSAV","","","","","1XAvD7Oo6w49HogWqgaUSQ==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240616_025710.wav","0","0","15","","","2024-06-16","02:57:10","2","2024-06-15","14:57:10","14","HYPSAV","5","4","0.8","0.436625","EPTNIL","","5","34.186","19.43","3.652","35.594","33.962","34.549","1920.102","34.789","0.546","182.64","2.598","1.25","1","HYPSAV","","","","","2n4mUG7srqI+IXpTPnytyA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214449.wav","0","0","15","","","2024-06-15","21:44:49","21","2024-06-15","09:44:49","9","HYPSAV","6","4","0.667","0.249572","PIPKUH","","6","36.68","21.97","3.417","39.888","36.054","37.318","1670.511","37.207","1.719","199.78","2.81","1.85","1","HYPSAV","","","","","lATt3mzGPFhCOum7+H8t5g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240613_222557.wav","0","0","15","","","2024-06-13","22:25:57","22","2024-06-13","10:25:57","10","HYPSAV","3","3","1","0.846335","BARBAR","","3","32.917","33.45","4.332","34.519","32.682","33.445","1892.321","33.556","2.482","23.36","3.325","0.67","1","HYPSAV","","","","","Id35fYr5/W1kAwHu813Ang==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240614_223354.wav","0","0","15","","","2024-06-14","22:33:54","22","2024-06-14","10:33:54","10","HYPSAV","3","3","1","0.881876","EPTNIL","BARBAR","3","33.013","6.67","5.172","34.358","32.483","33.238","801.378","33.381","1.789","66.63","4.28","0.51","1","HYPSAV","","","","","uAxaR+nJ9KMPtzpcYm8CRA==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214001.wav","0","0","15","","","2024-06-15","21:40:01","21","2024-06-15","09:40:01","9","HYPSAV","3","3","1","0.866161","BARBAR","","3","33.039","11.57","4.209","33.758","32.619","33.201","677.907","33.458","1.724","33.54","3.814","0.66","1","HYPSAV","","","","","P/OtlOLP6eWDDaE69nDY5w==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214818.wav","0","0","15","","","2024-06-15","21:48:18","21","2024-06-15","09:48:18","9","HYPSAV","3","3","1","0.75391","PIPKUH","","3","33.907","13.52","6.731","35.908","33.419","34.295","1266.585","34.205","2.373","128.98","3.552","2.54","1","HYPSAV","","","","","dEuJLDCK42y4R/jyh+RgLg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_232134.wav","0","0","15","","","2024-06-15","23:21:34","23","2024-06-15","11:21:34","11","HYPSAV","3","3","1","0.945313","EPTNIL","BARBAR","3","31.545","-15.33","6.135","32.743","31.251","31.757","681.049","31.707","1.833","24.18","4.953","0.44","1","HYPSAV","","","","","TvgR64Hr4LXHJhtUNhfk6g==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_214348.wav","0","0","15","","","2024-06-15","21:43:48","21","2024-06-15","09:43:48","9","HYPSAV","5","3","0.6","0.215384","PIPNAT","PIPKUH","5","35.846","20.58","5.597","38.685","35.506","36.639","1888.934","36.404","3.776","170.22","4.996","1.2","1","HYPSAV","","","","","IlKvvKgu7BNXnEIT2QCZjg==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240615_212715.wav","0","0","15","","","2024-06-15","21:27:15","21","2024-06-15","09:27:15","9","HYPSAV","6","3","0.5","0.197461","EPTNIL","BARBAR","6","33.863","31.5","3.686","36.658","33.237","34.522","2470.271","34.441","1.705","195.32","2.515","1.91","1","HYPSAV","","","","","SS/hOffX+pEXewxNW5Brzw==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240613_215223.wav","0","0","15","","","2024-06-13","21:52:23","21","2024-06-13","09:52:23","9","HYPSAV","2","2","1","0.727184","BARBAR","PIPKUH","2","35.021","-4.02","2.175","35.404","34.634","34.939","1157.754","34.86","0.172","137.9","1.831","0.76","1","HYPSAV","","","","","LS7fQNHvX/fYzfk8SXHc/w==","",""
"/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4","/Volumes/Elements/Output Punto 4","","SMU08425_20240613_220256.wav","0","0","15","","","2024-06-13","22:02:56","22","2024-06-13","10:02:56","10","HYPSAV","2","2","1","0.913044","EPTNIL","BARBAR","2","32.726","16.18","2.975","33.403","32.391","32.921","16.949","32.995","1.574","122.83","2.245","0.51","1","HYPSAV","","","","","dZwV8xirSKoxqGgvkXYYtg==","",""
